exam_duration_minutes,time_taken_to_start,tab_switch_count,fullscreen_exit_count,copy_paste_attempts,device_switch_count,ip_address_change,mouse_movement_speed,inactivity_time,question_skip_count,revisits_count,login_attempts,network_instability,webcam_disabled_flag,background_noise_flag,exam_time_remaining,typing_speed,answer_change_count,suspicious_activity_score,cheating_risk
54,6,2,3,0,0,0,702,105,5,20,1,0,0,0,11,37,13,6,0
61,5,2,1,2,0,0,324,60,0,19,1,2,0,0,0,45,7,6,0
82,4,6,1,0,0,0,443,76,9,10,2,1,1,0,17,41,14,9,1
51,2,6,0,2,1,0,357,53,0,6,3,2,0,0,6,39,9,12,1
31,1,5,0,0,0,0,424,150,3,0,2,0,0,0,4,35,0,7,0
30,7,7,0,1,0,0,370,118,6,6,1,1,0,0,6,49,6,9,1
30,1,4,1,1,2,0,341,62,0,0,1,1,0,0,20,47,3,9,1
40,4,7,3,2,0,1,610,191,4,21,2,1,0,0,27,37,15,14,1
30,0,3,0,2,0,0,547,46,3,9,1,0,0,1,8,53,6,6,0
45,1,2,5,1,0,0,446,137,0,10,1,0,0,0,5,34,4,9,1
71,5,2,1,1,0,0,494,94,1,11,3,1,0,0,8,41,2,7,1
61,0,5,2,1,0,0,567,125,3,11,1,0,0,1,8,35,4,9,1
42,1,3,1,1,0,1,527,70,0,6,1,1,0,0,13,40,0,6,1
30,3,0,1,0,1,0,471,148,0,5,1,1,0,0,13,31,0,3,0
30,0,5,2,0,0,0,584,57,4,0,1,2,1,0,13,34,3,8,1
30,1,1,4,0,1,0,543,81,0,0,1,1,0,0,2,48,0,7,1
30,10,6,3,0,0,0,698,188,0,5,2,3,0,1,12,46,1,11,1
91,6,7,1,2,0,0,588,195,11,30,2,1,0,0,14,34,20,12,1
32,2,4,0,0,0,0,695,162,0,3,3,1,0,0,0,46,1,7,0
97,6,6,1,0,0,0,562,93,5,11,5,1,0,0,31,34,8,12,1
46,0,4,2,1,0,0,532,61,0,0,1,1,0,0,36,32,4,8,0
80,3,6,2,1,0,0,561,63,7,5,1,1,0,0,22,40,8,10,0
53,2,8,2,1,0,0,393,87,0,10,2,1,0,0,26,43,8,13,1
64,3,8,1,0,0,0,551,33,0,15,1,0,0,0,14,45,7,10,0
89,1,2,0,1,0,0,499,86,11,9,2,1,0,0,28,49,12,5,0
87,4,5,1,0,0,0,652,51,10,14,1,0,0,0,3,25,22,7,0
63,2,4,0,1,0,0,522,24,6,20,1,0,0,1,26,35,16,6,0
73,0,5,2,0,1,0,525,89,0,16,1,1,0,0,7,45,8,9,1
30,1,0,1,1,0,0,486,130,0,8,2,2,0,0,17,38,0,4,1
94,7,6,1,0,1,0,563,121,12,25,1,2,0,0,14,41,10,9,1
59,3,6,2,0,0,0,538,103,4,7,2,3,0,0,30,45,13,10,1
85,4,5,3,1,0,0,458,107,8,11,3,2,1,0,13,44,14,12,1
62,1,7,0,0,0,0,427,109,4,14,2,1,0,0,21,42,8,9,1
98,4,4,1,0,0,0,520,84,16,29,1,2,0,0,25,41,22,6,1
30,3,6,2,0,0,0,462,105,0,0,1,1,0,0,20,26,0,9,0
47,1,8,1,0,0,1,506,62,0,15,1,2,0,1,11,34,15,10,1
75,3,7,1,2,0,0,574,127,6,18,1,1,0,0,15,37,16,11,0
50,4,4,3,1,0,0,467,73,6,14,1,3,0,0,20,43,5,9,1
56,0,6,2,1,0,0,489,131,1,1,1,1,0,0,29,37,2,10,1
41,3,6,0,0,0,0,438,129,2,6,1,0,0,0,27,35,3,7,0
35,7,2,3,1,1,0,575,93,0,11,1,0,0,0,11,37,1,8,1
75,4,5,1,0,0,0,531,66,6,18,1,0,0,0,19,40,14,7,0
119,8,5,1,0,0,0,686,34,12,40,3,1,0,0,23,34,35,9,0
84,5,5,1,0,0,0,521,109,9,32,2,0,0,1,0,38,16,8,0
39,0,8,0,1,1,0,351,82,1,2,1,0,0,1,24,39,0,11,1
30,1,3,0,0,1,0,529,104,0,11,2,1,0,0,2,44,0,6,0
30,1,3,1,0,0,0,557,89,2,10,2,0,0,0,8,42,3,6,1
102,2,2,3,0,0,0,483,83,2,26,1,1,0,0,31,40,7,6,0
30,1,2,0,1,0,0,451,63,1,12,2,1,0,0,8,40,9,5,0
35,2,4,1,1,0,0,479,80,6,2,1,1,0,0,11,46,0,7,0
73,2,4,0,0,0,0,536,53,1,21,1,0,0,0,14,47,10,5,0
79,10,6,2,0,0,0,663,82,9,20,3,0,0,0,21,34,15,11,0
61,3,3,1,1,0,0,517,113,3,16,1,0,0,0,24,41,2,6,1
30,2,2,0,0,0,0,485,69,4,2,2,0,0,0,5,31,4,4,0
30,4,8,4,2,2,0,467,166,0,2,1,1,1,0,18,45,0,17,1
46,3,0,0,1,0,0,629,101,3,3,1,1,0,0,18,42,0,2,0
30,2,5,0,2,0,0,534,80,0,0,1,1,0,0,20,32,1,8,0
84,4,1,2,0,1,0,512,27,6,20,2,0,0,0,13,38,11,6,0
59,8,5,1,0,1,0,648,108,2,10,1,0,0,0,28,30,6,8,0
77,0,4,4,0,0,0,496,97,2,21,1,0,0,0,9,43,12,9,1
129,5,5,0,2,0,0,551,77,6,39,2,0,0,1,28,43,18,9,1
97,6,6,1,2,0,0,606,70,8,37,1,0,0,1,3,43,15,10,1
38,4,0,5,0,0,0,425,19,0,0,2,0,0,0,1,38,3,7,0
49,8,2,3,1,1,0,608,87,6,23,1,0,0,0,5,36,25,8,0
82,1,0,2,1,0,0,639,99,8,18,1,0,0,0,22,42,16,4,0
53,2,4,3,1,1,1,470,119,5,0,3,0,0,0,28,37,0,12,1
30,2,5,2,0,0,0,543,48,0,13,1,1,0,0,20,43,0,8,0
54,5,5,1,2,0,0,558,40,1,20,3,2,0,0,19,38,5,11,1
30,1,2,0,1,0,0,497,111,0,11,1,1,0,0,20,46,1,4,0
110,0,8,5,0,0,0,458,15,3,24,1,0,0,1,1,44,18,14,1
30,5,6,2,0,0,0,513,85,0,0,1,2,0,0,13,47,0,9,1
32,6,3,2,0,0,0,448,56,0,1,2,2,0,0,13,46,4,7,0
58,2,2,1,0,0,0,642,28,3,19,1,1,0,0,30,35,4,4,0
30,0,5,2,1,0,0,550,98,3,4,2,1,0,0,18,35,10,10,1
66,5,1,2,0,0,0,619,125,4,18,3,0,0,0,9,40,8,6,0
56,1,4,0,2,0,0,563,89,6,4,1,0,0,1,2,47,13,7,0
51,3,8,3,0,1,0,414,74,7,16,2,0,0,0,17,36,2,14,1
71,7,5,3,0,2,1,388,171,6,20,1,2,0,0,15,32,14,11,1
30,0,3,2,2,0,0,565,107,0,0,2,0,0,1,20,35,1,9,1
57,3,6,3,2,0,0,568,101,6,20,1,0,0,0,11,38,0,12,0
47,1,1,0,1,0,0,362,0,0,13,1,0,0,0,0,38,4,3,0
67,2,4,0,0,0,0,618,103,8,9,2,0,0,0,10,43,7,6,0
48,2,1,3,1,0,0,572,65,0,19,1,1,0,0,0,44,13,6,0
30,1,0,3,0,2,0,402,72,0,0,1,0,0,0,18,42,9,6,1
31,4,3,0,0,0,0,496,30,6,10,1,1,0,0,6,36,10,4,0
84,5,3,3,0,0,0,580,112,2,8,1,1,0,0,7,47,18,7,0
79,5,5,1,0,0,0,455,102,11,15,1,2,0,0,23,36,11,7,1
49,2,4,1,3,3,1,360,151,3,20,1,0,0,1,18,38,12,12,1
117,4,5,1,2,0,0,777,75,9,32,1,1,0,0,8,37,17,9,1
137,9,10,2,0,2,0,494,148,14,21,3,2,0,1,15,38,17,17,1
30,4,4,3,0,0,1,618,93,0,0,1,2,0,0,20,36,0,8,0
66,1,3,2,1,0,0,482,76,1,7,2,2,0,0,8,40,18,8,0
134,5,8,3,2,0,0,642,44,11,35,4,1,0,1,24,26,20,17,1
62,6,6,0,1,0,0,634,47,6,12,3,1,0,1,17,38,13,10,0
50,2,6,0,0,0,0,567,47,0,12,2,1,0,0,7,37,3,8,1
55,2,7,2,0,0,0,438,85,0,15,1,0,0,0,19,56,3,10,1
69,2,5,1,0,1,0,635,80,0,1,1,1,0,0,24,58,4,8,1
43,3,5,2,3,1,0,293,197,3,21,1,2,0,1,14,36,8,12,1
47,5,3,4,0,0,0,529,62,3,9,1,0,0,0,16,39,14,8,0
69,2,3,2,0,1,0,489,76,5,19,1,0,0,0,6,42,8,7,0
58,4,3,2,0,0,0,340,122,8,9,1,1,0,0,33,37,14,6,0
54,0,7,2,0,0,0,415,30,0,12,1,0,0,0,14,39,8,10,0
31,8,7,2,1,1,0,593,104,8,1,1,1,0,0,9,40,7,12,1
51,5,8,3,1,0,0,737,111,4,20,2,1,0,0,15,43,0,14,1
33,3,3,2,1,0,0,479,98,0,1,1,1,0,0,21,44,4,7,0
34,0,1,4,1,0,0,537,85,1,0,1,0,1,0,23,38,6,7,1
72,2,6,2,1,1,0,547,115,9,12,1,0,0,0,1,34,21,11,1
75,5,0,1,2,0,0,550,60,6,19,2,0,0,1,10,46,13,5,0
40,2,2,2,0,1,0,576,131,3,22,1,0,1,0,15,39,20,6,1
86,6,8,2,0,0,0,553,132,1,22,1,0,1,0,30,40,9,11,1
49,0,6,0,0,1,0,440,70,3,8,1,1,0,0,14,36,12,8,1
62,3,1,4,0,0,0,598,67,11,9,2,0,0,0,3,34,16,7,1
71,3,3,2,0,0,0,510,91,0,5,3,0,0,0,16,39,8,8,0
45,0,6,2,0,0,1,486,38,3,8,1,1,0,0,21,30,13,9,1
30,2,5,0,0,0,1,492,47,0,0,2,1,0,0,1,45,7,7,1
83,2,9,1,1,0,0,690,89,2,15,4,0,0,0,15,42,23,15,1
60,2,4,0,0,0,0,439,61,5,15,1,0,0,0,0,41,8,5,0
54,7,4,2,1,0,0,591,96,1,11,3,1,1,0,6,45,5,10,1
70,5,3,4,2,0,0,549,48,0,4,1,0,0,0,30,40,10,10,0
38,2,4,0,1,0,0,520,64,0,11,2,2,0,0,8,49,0,7,1
80,1,1,2,1,0,0,490,144,0,21,2,0,0,0,2,49,5,6,0
39,2,5,2,0,0,0,465,79,0,0,1,0,0,0,12,45,3,8,0
84,6,9,0,1,0,0,588,65,9,16,3,0,0,0,0,47,22,13,0
52,0,1,1,0,0,0,608,12,4,1,1,0,0,0,15,39,6,3,0
30,0,1,2,1,0,0,537,78,0,0,1,1,0,0,7,37,0,5,0
30,2,5,0,0,1,0,563,77,0,6,1,0,0,0,6,44,0,7,0
30,1,2,2,1,0,0,668,118,0,0,2,1,0,0,13,38,0,7,1
62,2,6,1,1,1,0,506,29,1,9,2,1,0,0,8,38,12,11,1
87,2,5,1,0,0,0,575,74,0,22,1,1,0,0,7,43,13,7,0
79,2,6,0,1,0,0,457,63,5,6,1,1,0,0,15,34,8,8,1
30,4,2,1,0,0,0,570,47,0,3,1,1,1,0,1,46,0,4,0
48,6,8,1,1,0,0,759,127,3,2,1,1,0,1,18,44,0,11,1
127,6,3,1,0,0,0,593,100,11,21,1,2,0,0,0,46,19,5,0
68,0,6,3,0,0,0,403,94,8,4,1,0,0,0,15,42,7,10,1
67,1,4,0,1,0,0,579,124,4,25,1,2,0,0,2,46,9,6,0
89,5,7,1,1,0,0,570,28,9,22,1,1,0,0,0,39,10,10,0
136,5,5,0,0,0,0,667,101,15,36,1,2,0,0,26,32,20,6,0
100,2,4,1,2,0,0,487,43,5,29,4,0,1,1,0,31,19,11,1
37,5,4,0,1,0,0,461,128,2,13,1,1,0,0,14,47,7,6,1
79,4,6,0,1,1,0,619,189,2,4,1,1,0,0,30,48,9,9,1
87,2,3,1,0,0,0,554,84,6,11,1,0,0,0,1,45,11,5,0
30,3,1,0,0,0,0,549,115,0,6,2,2,0,1,16,48,0,3,0
31,1,2,0,1,1,0,386,59,3,4,2,0,0,1,13,35,0,6,1
72,6,4,1,1,0,0,582,59,7,8,1,0,0,0,8,43,10,7,0
54,1,6,1,0,0,0,398,78,1,0,1,1,0,0,24,50,4,8,0
51,0,5,0,4,2,0,362,115,0,10,1,0,1,0,22,42,15,12,1
93,8,7,1,2,0,0,515,156,0,22,2,0,0,0,5,34,14,12,0
125,5,9,2,0,0,0,538,137,14,29,1,1,0,0,12,42,30,12,1
40,2,3,3,1,0,0,465,65,3,5,1,0,0,0,24,49,7,8,0
63,0,6,3,1,0,0,503,19,5,10,1,2,1,0,6,35,2,11,1
63,4,6,0,1,0,0,365,98,6,3,1,1,0,0,10,30,18,8,0
82,6,3,1,0,0,0,654,90,4,23,4,0,0,0,15,40,16,8,0
75,6,7,1,1,2,0,388,108,10,32,1,0,1,0,13,49,14,12,1
56,2,3,0,0,0,0,581,49,0,13,1,0,0,0,4,54,6,4,0
46,0,5,2,0,1,1,447,63,1,2,1,0,0,0,25,43,8,9,1
55,1,2,1,1,0,1,301,101,0,0,1,0,0,1,38,45,0,5,1
43,6,7,1,2,0,0,418,84,0,11,2,0,0,0,32,42,6,12,0
72,5,8,0,1,1,0,609,68,12,19,1,0,0,0,42,41,19,11,1
54,6,6,1,0,2,0,743,77,3,26,1,1,0,0,27,36,17,10,1
37,2,0,1,2,0,1,528,70,0,11,1,0,0,0,2,35,3,4,1
48,5,6,2,1,1,0,515,126,4,12,4,0,0,0,21,46,15,14,1
44,4,2,1,1,1,0,495,125,9,10,1,2,1,0,21,35,9,6,1
58,4,5,1,1,0,0,477,52,4,25,2,0,0,0,2,47,8,9,0
42,3,4,2,0,0,0,409,106,0,14,4,0,1,0,32,33,0,10,1
49,0,5,0,0,0,0,592,44,6,12,2,0,0,0,19,34,5,7,0
33,4,4,0,1,0,0,379,74,0,2,1,0,0,0,12,38,0,6,0
43,0,3,3,0,0,0,487,81,4,3,1,1,0,0,16,45,8,7,0
102,4,6,1,0,0,0,523,72,12,32,1,1,0,0,30,42,9,8,0
30,6,2,2,1,0,0,590,93,0,0,1,0,0,1,20,29,0,6,0
48,2,2,0,0,0,0,531,59,0,12,1,0,0,0,8,33,0,3,0
53,2,3,1,1,0,0,575,36,2,12,2,1,1,1,23,40,19,7,1
30,2,5,2,0,0,1,519,30,4,9,1,0,0,0,0,41,5,8,1
41,1,3,1,0,0,1,402,71,2,7,2,2,0,0,6,43,0,6,1
65,0,8,1,0,0,0,516,103,6,23,2,1,0,0,26,44,8,11,1
72,4,6,0,1,0,0,493,98,2,12,1,3,1,0,16,28,1,8,1
30,1,6,1,0,0,0,520,75,0,0,1,0,0,0,12,41,16,8,1
30,6,6,1,0,1,0,417,58,0,0,2,0,0,0,18,39,0,10,1
56,2,4,0,1,0,0,644,46,2,3,1,0,0,0,18,48,6,6,0
36,6,5,1,1,0,0,605,81,3,4,1,0,0,0,14,33,18,8,0
30,1,3,2,1,0,0,540,52,5,16,1,0,0,0,20,35,0,7,0
65,3,7,1,0,0,0,578,54,5,19,5,1,0,0,15,47,14,13,0
71,4,0,3,0,0,0,701,107,3,17,1,2,0,0,20,36,12,4,1
94,5,6,3,0,0,0,560,49,2,11,1,0,0,0,8,54,13,10,0
34,5,2,1,2,1,0,327,178,1,16,1,3,0,0,19,50,0,7,1
102,8,6,1,0,0,0,753,129,7,23,1,1,0,0,40,40,19,8,1
76,4,8,3,0,0,0,332,104,8,29,2,1,1,0,15,34,21,13,1
109,4,8,2,1,0,0,543,76,6,18,1,0,1,1,21,38,11,12,1
94,6,6,2,1,0,0,651,163,4,18,2,0,0,0,0,43,7,11,0
68,5,4,1,3,0,0,463,45,0,10,1,1,0,0,36,42,8,9,0
52,3,3,0,0,0,0,365,93,0,8,2,0,0,1,17,31,5,5,0
66,4,6,1,0,0,0,682,110,4,7,2,0,1,0,13,37,23,9,1
41,0,3,0,0,0,0,505,99,0,0,1,1,0,0,16,39,0,4,0
61,6,8,2,2,0,0,536,117,6,10,1,0,0,0,7,47,12,13,1
60,4,2,0,0,0,0,458,61,8,7,2,1,0,0,25,41,4,4,0
40,3,0,4,1,0,0,464,42,3,0,5,1,0,0,11,41,11,10,0
30,0,5,1,1,1,0,529,101,0,0,1,1,1,1,11,33,0,9,1
36,3,1,1,0,1,0,388,94,2,16,1,0,1,0,9,37,4,4,1
75,0,6,3,0,0,0,501,42,2,19,1,1,0,0,1,50,19,10,0
76,3,7,0,0,1,0,445,48,6,11,2,1,1,0,34,46,17,10,1
113,9,8,3,2,0,0,537,178,13,10,1,1,1,1,26,33,28,14,1
59,3,4,4,3,0,0,600,52,5,23,2,0,0,0,3,41,18,13,0
75,1,5,2,2,1,0,414,110,7,6,3,1,0,0,29,40,10,13,1
30,5,5,2,1,2,0,352,102,1,3,1,2,0,0,20,35,0,11,1
67,5,5,3,1,0,0,537,83,4,18,1,2,0,0,15,24,7,10,1
65,1,9,2,0,0,0,500,120,5,22,2,2,0,0,28,47,5,13,1
91,8,9,1,1,1,0,540,139,2,20,1,1,0,0,20,41,15,13,1
100,3,3,0,0,0,0,612,101,13,22,3,2,0,0,26,34,17,6,1
87,2,1,0,0,0,0,617,144,8,18,1,0,0,0,4,43,8,2,0
30,0,3,2,0,0,0,673,47,0,1,2,1,1,0,8,38,3,7,1
43,0,2,0,1,0,0,552,78,2,4,1,1,0,0,0,37,3,4,0
42,0,4,1,0,1,0,478,94,0,9,2,0,1,1,22,39,0,8,1
42,2,5,0,0,0,0,496,93,1,5,4,0,0,1,32,36,0,9,0
98,1,2,3,1,0,0,605,45,8,29,1,0,0,0,4,55,20,7,0
80,1,7,1,0,1,0,524,51,5,9,1,1,0,0,18,42,19,10,0
30,0,1,0,1,0,0,574,90,0,0,1,3,0,0,5,39,0,3,0
88,4,4,0,0,0,0,547,66,4,23,2,0,0,0,17,42,16,6,0
76,0,3,1,2,0,0,473,74,10,22,1,0,0,0,9,43,23,7,0
40,1,2,2,0,1,0,469,82,1,8,6,3,0,1,16,35,5,11,1
57,3,3,0,0,0,0,508,120,8,3,2,1,0,0,21,38,16,5,1
63,4,5,1,0,0,0,631,32,3,9,1,0,0,0,1,42,0,7,0
66,3,5,4,0,0,0,499,58,6,11,1,0,0,1,18,37,4,10,0
64,2,6,1,1,0,0,472,94,7,10,1,0,0,0,21,40,20,9,0
88,0,0,0,0,0,0,291,66,1,18,1,0,0,0,16,42,16,1,0
83,5,5,0,1,0,0,545,109,5,26,4,1,0,1,10,37,6,10,1
109,5,3,1,0,0,1,749,92,10,33,1,1,0,1,33,31,20,5,1
124,3,6,1,1,0,1,631,80,5,31,1,0,0,1,2,36,17,9,1
67,0,4,3,0,0,0,522,41,4,17,2,2,0,0,6,42,19,9,1
30,3,4,0,1,0,0,545,45,2,3,1,2,0,0,20,45,5,6,0
63,3,2,0,0,0,0,517,35,3,10,2,0,0,1,10,49,14,4,0
76,5,6,2,0,0,1,516,135,3,16,3,2,0,1,7,31,15,11,1
56,5,5,2,0,0,0,587,107,5,20,2,1,0,0,18,37,13,9,1
94,2,8,0,2,0,0,675,87,8,27,1,3,0,0,40,38,20,11,1
30,0,3,0,0,0,0,592,38,6,15,1,1,1,0,19,46,10,4,0
31,4,4,2,0,0,1,436,126,5,12,1,0,0,1,19,43,7,7,1
89,1,7,3,0,0,0,429,105,4,27,2,0,0,0,20,45,25,12,1
73,4,3,6,0,0,0,571,52,8,16,2,0,0,0,22,38,11,11,1
51,5,7,2,1,0,0,495,144,0,20,4,1,1,0,30,36,15,14,1
77,4,7,0,0,0,0,624,78,8,31,1,0,0,0,19,44,12,8,0
82,5,5,0,0,0,0,486,110,5,19,1,1,0,0,0,40,22,6,0
75,4,4,2,0,0,0,581,96,5,21,1,0,0,0,9,42,17,7,0
30,7,2,0,0,0,0,667,100,0,0,1,2,0,0,16,44,0,3,0
30,3,4,2,0,0,0,403,48,5,0,1,0,0,0,6,34,0,7,0
34,5,3,1,1,0,0,430,83,0,6,1,1,1,0,10,35,8,6,0
30,10,4,0,0,0,0,611,73,0,17,2,2,0,0,12,44,1,6,1
58,1,4,0,0,0,0,624,31,6,16,1,0,0,0,0,46,9,5,0
83,2,3,3,1,0,0,597,63,7,24,1,1,0,1,0,39,12,8,1
41,1,7,0,1,0,0,364,89,5,14,1,2,0,1,24,52,13,9,1
41,5,4,4,1,0,0,582,80,5,5,2,0,0,1,19,38,9,11,1
113,6,5,1,1,0,0,665,119,10,26,2,0,0,0,28,30,16,9,1
59,6,5,3,2,0,0,621,153,0,0,1,2,0,0,18,29,5,11,1
33,3,2,0,1,0,0,650,106,0,1,1,0,0,0,9,35,1,4,0
71,4,0,0,1,0,0,515,52,9,12,1,2,0,0,21,31,2,2,0
83,9,8,0,0,1,0,528,176,5,17,1,0,0,0,45,32,7,10,1
55,2,1,1,2,0,0,488,136,2,15,1,0,0,0,13,51,0,5,0
111,4,5,1,1,0,0,634,52,4,14,2,1,0,0,17,43,12,9,0
48,1,5,0,2,0,0,385,131,0,12,4,3,0,0,23,38,9,11,1
31,0,3,2,0,0,0,536,68,6,5,4,1,0,0,10,37,1,9,0
44,1,8,1,2,1,1,365,102,4,16,2,1,1,1,28,44,3,14,1
92,3,5,1,1,0,0,418,128,6,20,1,0,1,0,15,42,12,8,0
65,3,3,1,0,0,0,550,63,1,9,2,0,1,0,25,42,0,6,1
69,3,6,2,1,0,0,456,45,8,11,1,2,0,0,17,40,9,10,1
54,9,2,3,1,0,0,688,98,6,10,3,3,0,1,20,31,17,9,1
120,7,6,2,0,0,0,729,132,22,44,1,1,0,0,23,41,26,9,0
43,2,1,1,0,0,0,584,50,3,6,1,0,0,0,27,40,12,3,0
65,5,6,4,0,1,0,392,134,6,26,1,2,1,1,22,29,23,12,1
68,5,3,1,0,0,0,416,42,5,14,4,0,0,0,24,32,13,8,0
48,8,4,1,0,0,0,694,92,3,28,1,1,0,0,0,44,10,6,1
85,6,6,0,1,0,1,547,184,2,22,1,1,0,1,31,38,13,8,1
104,2,7,2,0,0,0,583,75,8,22,1,0,0,0,10,40,14,10,0
71,0,6,1,0,0,0,605,75,5,14,1,1,0,1,12,41,22,8,1
64,4,1,1,0,0,0,494,93,0,21,1,0,1,0,7,30,11,3,0
34,0,3,1,0,0,0,647,30,0,16,3,1,0,0,9,38,12,7,0
35,6,5,0,0,0,0,706,40,6,0,4,1,0,0,20,39,0,9,0
84,3,4,0,1,0,0,473,59,1,9,1,0,0,0,27,39,8,6,0
86,4,4,0,0,0,0,553,42,6,11,1,0,1,0,12,47,11,5,0
102,4,9,0,0,0,0,589,62,7,33,1,1,0,0,16,26,20,10,1
77,3,8,3,1,0,0,395,117,1,18,1,1,0,0,19,45,11,13,1
82,9,7,1,0,0,0,587,131,10,23,1,1,1,0,35,38,10,9,1
101,4,9,1,0,1,0,598,126,7,25,1,2,0,0,3,41,17,12,1
74,2,6,1,0,0,0,592,55,6,23,1,1,0,0,23,33,0,8,0
34,3,4,2,1,0,0,506,105,0,0,3,0,0,0,17,28,0,10,1
30,6,1,3,0,0,0,470,71,0,2,2,1,0,0,9,54,3,6,1
30,0,7,2,0,1,0,587,8,0,7,1,0,0,0,10,44,0,11,1
92,0,5,3,1,0,0,484,73,5,22,3,1,0,0,11,40,12,12,1
30,5,2,0,1,0,0,433,44,0,9,4,0,0,0,0,42,6,7,0
114,4,7,2,0,0,0,423,146,7,18,3,4,0,1,21,39,16,12,1
76,0,2,0,2,1,0,565,125,0,13,2,0,0,0,14,35,7,7,1
103,4,6,2,2,2,0,413,128,14,8,2,0,0,0,27,33,19,14,1
77,2,5,1,0,0,0,548,30,6,18,1,1,0,0,15,51,16,7,0
59,5,6,1,0,0,0,432,71,7,5,1,1,0,0,9,49,13,8,1
49,3,1,0,1,0,0,591,33,6,10,2,0,1,1,11,33,8,4,0
71,0,5,3,0,0,0,423,130,1,0,2,0,0,0,27,42,4,10,1
83,1,4,3,0,0,0,464,68,3,8,1,3,0,0,17,51,10,8,1
41,3,6,0,0,0,0,723,63,4,11,1,0,0,0,19,50,7,7,0
50,2,5,3,0,0,1,461,101,10,5,4,3,0,1,13,43,8,12,1
100,6,4,2,3,1,0,465,156,14,26,1,0,0,0,28,29,17,11,1
30,0,5,4,1,0,0,451,76,0,0,1,1,0,0,20,43,0,11,0
62,1,5,0,1,0,0,451,80,7,16,1,0,1,1,10,35,12,7,0
30,3,1,1,0,1,1,544,53,0,12,1,0,0,0,20,39,7,4,0
69,5,3,3,0,1,1,565,67,4,14,1,2,0,0,19,43,15,8,1
83,0,6,1,1,0,0,492,107,9,27,2,0,0,0,24,49,11,10,1
58,8,6,0,0,1,0,643,175,15,29,1,0,0,0,22,41,11,8,1
72,5,6,0,0,0,0,521,139,1,15,3,0,0,0,13,52,15,9,1
30,1,4,2,1,0,0,493,71,0,0,3,0,0,0,20,52,0,10,0
86,1,3,0,1,0,0,433,114,9,26,2,2,0,0,15,44,20,6,1
35,2,3,0,0,0,0,591,93,0,3,1,1,0,0,20,45,0,4,0
77,5,4,1,3,1,0,513,143,7,15,1,1,0,0,23,29,10,10,1
62,2,5,0,1,0,0,588,48,7,17,1,0,0,0,9,43,1,7,0
30,1,6,3,1,0,0,406,58,0,0,1,1,0,0,15,34,0,11,1
39,3,5,2,0,2,0,420,62,5,8,2,1,0,0,6,51,7,11,1
71,2,6,3,0,0,0,687,68,9,22,1,1,0,1,11,43,1,10,1
81,1,7,0,0,0,0,530,37,8,28,1,1,0,0,20,44,23,8,0
67,3,10,1,0,0,0,411,101,2,9,1,2,0,0,11,40,20,12,1
47,4,5,0,1,0,0,556,6,0,16,1,1,0,0,12,46,13,7,0
44,5,6,0,0,0,0,358,53,0,0,1,0,0,1,19,45,0,7,0
95,2,7,1,1,1,0,340,149,5,36,1,1,0,1,6,56,18,11,1
111,6,5,1,0,0,0,419,107,9,35,2,0,0,0,32,38,25,8,1
57,7,5,4,0,1,0,550,132,0,7,4,1,1,0,18,45,17,14,1
58,6,2,0,0,0,0,634,74,9,13,3,0,0,0,15,39,6,5,0
30,2,4,0,1,0,0,588,37,0,1,1,0,0,0,20,34,0,6,0
79,6,3,2,3,1,0,735,143,8,22,1,1,0,0,16,39,27,10,1
109,5,6,1,0,1,0,482,104,14,40,3,1,0,1,30,41,28,11,1
68,3,6,0,1,0,0,475,84,3,7,1,1,0,0,20,36,13,8,0
95,7,5,2,1,1,0,537,77,11,22,2,1,0,1,8,50,23,11,1
81,0,4,3,0,0,0,570,92,3,18,1,1,0,0,0,33,7,8,0
31,3,1,0,1,0,0,372,102,0,0,2,1,0,0,12,43,0,4,1
85,5,9,0,0,0,0,610,129,8,16,1,0,1,0,42,31,15,10,1
30,2,6,2,0,1,0,438,106,0,11,4,2,0,0,20,46,3,13,1
47,3,7,4,2,0,0,433,73,3,1,1,1,0,0,10,53,5,14,0
73,0,3,1,1,0,0,452,45,3,17,1,1,0,0,12,47,10,6,0
58,5,7,2,1,0,0,658,115,6,26,2,1,0,0,9,50,17,12,0
56,6,2,0,0,0,0,453,42,0,12,1,1,0,0,16,49,20,3,0
80,5,3,1,0,0,0,387,102,1,17,1,0,0,1,8,53,9,5,0
43,2,5,1,0,0,0,511,57,0,15,2,0,1,0,12,42,8,8,0
56,4,3,3,0,0,0,444,75,0,0,1,0,0,1,44,36,0,7,1
49,3,0,0,1,0,0,493,40,1,15,1,0,0,0,29,44,0,2,0
58,0,3,2,0,0,0,490,28,0,4,1,1,0,0,12,38,9,6,0
30,3,5,0,0,2,0,673,56,0,2,1,2,0,0,20,44,0,8,1
49,5,4,3,0,0,0,659,115,2,0,1,0,0,0,6,47,0,8,0
66,4,4,3,2,0,0,398,151,2,7,6,1,0,0,17,40,8,15,1
30,0,2,3,2,0,1,358,88,0,4,1,2,0,1,20,48,0,8,1
30,5,6,3,0,1,0,456,136,0,19,3,0,0,0,8,43,1,13,1
30,5,3,4,1,0,0,391,101,0,12,2,1,0,0,4,38,0,10,0
94,2,2,0,1,0,0,587,67,8,16,2,0,0,0,23,49,19,5,0
78,6,6,0,1,0,0,647,107,10,24,4,2,1,0,15,39,25,11,1
